Probe	Ensembl	chromosome_name
2675	ENSG00000168546	8
3622	ENSG00000168556	4
55602	ENSG00000168564	4
154007	ENSG00000168566	6
79064	ENSG00000168569	11
6575	ENSG00000168575	8
1418	ENSG00000168582	2
83657	ENSG00000168589	16
79089	ENSG00000168591	17
11086	ENSG00000168594	4
6774	ENSG00000168610	17
90204	ENSG00000168612	20
8754	ENSG00000168615	8
8749	ENSG00000168619	8
2668	ENSG00000168621	5
135656	ENSG00000168631	6
164237	ENSG00000168634	20
8313	ENSG00000168646	17
4725	ENSG00000168653	1
200403	ENSG00000168658	2
90075	ENSG00000168661	19
167127	ENSG00000168671	5
157638	ENSG00000168672	8
753	ENSG00000168675	18
146212	ENSG00000168676	16
9122	ENSG00000168679	1
3575	ENSG00000168685	5
29100	ENSG00000168701	16
53353	ENSG00000168702	2
128488	ENSG00000168703	20
10768	ENSG00000168710	1
134218	ENSG00000168724	5
11142	ENSG00000168734	20
255743	ENSG00000168743	4
101927242	ENSG00000168746	20
766	ENSG00000168748	16
51252	ENSG00000168754	2
64591	ENSG00000168757	Y
54910	ENSG00000168758	2
26505	ENSG00000168763	2
2948	ENSG00000168765	1
54790	ENSG00000168769	4
80319	ENSG00000168772	4
79867	ENSG00000168778	12
6474	ENSG00000168779	3
9677	ENSG00000168781	15
10098	ENSG00000168785	4
116236	ENSG00000168792	17
9925	ENSG00000168795	9
54921	ENSG00000168802	16
161823	ENSG00000168803	15
9836	ENSG00000168806	15
6645	ENSG00000168807	16
3592	ENSG00000168811	3
22847	ENSG00000168813	19
53407	ENSG00000168818	4
27065	ENSG00000168824	4
166793	ENSG00000168826	4
85476	ENSG00000168827	3
392309	ENSG00000168828	9
3354	ENSG00000168830	6
56884	ENSG00000168843	4
55308	ENSG00000168872	16
84913	ENSG00000168874	2
8403	ENSG00000168875	3
54851	ENSG00000168876	11
6439	ENSG00000168878	2
10713	ENSG00000168883	2
79155	ENSG00000168884	4
388969	ENSG00000168887	2
129303	ENSG00000168890	2
51255	ENSG00000168894	2
10791	ENSG00000168899	2
10917	ENSG00000168903	5
123355	ENSG00000168904	15
4144	ENSG00000168906	2
255189	ENSG00000168907	15
375704	ENSG00000168913	9
57507	ENSG00000168916	5
80723	ENSG00000168917	3
3635	ENSG00000168918	2
3954	ENSG00000168924	4
1504	ENSG00000168925	16
440387	ENSG00000168928	16
57093	ENSG00000168930	11
92305	ENSG00000168936	4
5480	ENSG00000168938	5
10251	ENSG00000168939	X
153241	ENSG00000168944	5
29091	ENSG00000168952	14
79853	ENSG00000168955	2
56947	ENSG00000168958	2
2915	ENSG00000168959	11
3965	ENSG00000168961	17
8681	ENSG00000168970	15
10815	ENSG00000168993	4
221749	ENSG00000168994	6
27036	ENSG00000168995	19
23620	ENSG00000169006	2
1876	ENSG00000169016	2
10116	ENSG00000169018	15
54951	ENSG00000169019	4
521	ENSG00000169020	4
7386	ENSG00000169021	19
84179	ENSG00000169026	4
1285	ENSG00000169031	2
5604	ENSG00000169032	15
5650	ENSG00000169035	19
5370	ENSG00000169040	5
3187	ENSG00000169045	5
3667	ENSG00000169047	2
4204	ENSG00000169057	X
51481	ENSG00000169059	X
65110	ENSG00000169062	13
79740	ENSG00000169064	3
345651	ENSG00000169067	5
4920	ENSG00000169071	9
367	ENSG00000169083	X
207063	ENSG00000169084	X
254778	ENSG00000169085	8
79663	ENSG00000169087	3
8623	ENSG00000169093	X
293	ENSG00000169100	X
113189	ENSG00000169105	15
25849	ENSG00000169116	4
53944	ENSG00000169118	15
90362	ENSG00000169122	8
55130	ENSG00000169126	10
84632	ENSG00000169129	10
6940	ENSG00000169131	5
22809	ENSG00000169136	19
7336	ENSG00000169139	8
137362	ENSG00000169154	8
23099	ENSG00000169155	9
126129	ENSG00000169169	19
255738	ENSG00000169174	1
23214	ENSG00000169180	16
146395	ENSG00000169181	16
4330	ENSG00000169184	22
27301	ENSG00000169188	X
197370	ENSG00000169189	16
90693	ENSG00000169193	7
3596	ENSG00000169194	5
26533	ENSG00000169208	14
5865	ENSG00000169213	1
343169	ENSG00000169214	1
10421	ENSG00000169217	16
284654	ENSG00000169218	1
10636	ENSG00000169220	5
26000	ENSG00000169221	16
10960	ENSG00000169223	5
148823	ENSG00000169224	1
53917	ENSG00000169228	5
27166	ENSG00000169230	5
7059	ENSG00000169231	1
11238	ENSG00000169239	X
55974	ENSG00000169241	1
1942	ENSG00000169242	1
3627	ENSG00000169245	4
23117	ENSG00000169246	16
79628	ENSG00000169247	5
6373	ENSG00000169248	4
8233	ENSG00000169249	X
51068	ENSG00000169251	3
154	ENSG00000169252	5
8706	ENSG00000169255	3
114787	ENSG00000169258	5
8988	ENSG00000169271	5
7881	ENSG00000169282	3
65008	ENSG00000169288	4
126669	ENSG00000169291	1
190	ENSG00000169297	X
55276	ENSG00000169299	4
202374	ENSG00000169302	5
11141	ENSG00000169306	X
64805	ENSG00000169313	3
150248	ENSG00000169314	22
390445	ENSG00000169327	14
23251	ENSG00000169330	15
204474	ENSG00000169340	16
7369	ENSG00000169344	16
2813	ENSG00000169347	16
9197	ENSG00000169359	3
10073	ENSG00000169371	15
8738	ENSG00000169372	12
25942	ENSG00000169375	15
200894	ENSG00000169379	3
6036	ENSG00000169385	14
64100	ENSG00000169393	19
6037	ENSG00000169397	14
5747	ENSG00000169398	8
728194	ENSG00000169402	7
5724	ENSG00000169403	1
5780	ENSG00000169410	15
6039	ENSG00000169413	14
4881	ENSG00000169418	1
51305	ENSG00000169427	8
3576	ENSG00000169429	4
6335	ENSG00000169432	2
166824	ENSG00000169435	4
169044	ENSG00000169436	8
6383	ENSG00000169439	8
1043	ENSG00000169442	1
93380	ENSG00000169446	X
6699	ENSG00000169469	1
6698	ENSG00000169474	1
122740	ENSG00000169484	14
81127	ENSG00000169488	14
83877	ENSG00000169490	8
203100	ENSG00000169495	8
59339	ENSG00000169499	8
25932	ENSG00000169504	1
151258	ENSG00000169507	2
1880	ENSG00000169508	13
54544	ENSG00000169509	1
83987	ENSG00000169515	19
196074	ENSG00000169519	11
129025	ENSG00000169548	22
143662	ENSG00000169550	11
54967	ENSG00000169551	X
9839	ENSG00000169554	2
2705	ENSG00000169562	X
5093	ENSG00000169564	2
3094	ENSG00000169567	5
285605	ENSG00000169570	5
7441	ENSG00000169575	22
9022	ENSG00000169583	9
283899	ENSG00000169592	16
646	ENSG00000169594	15
1677	ENSG00000169598	1
27247	ENSG00000169599	2
84168	ENSG00000169604	2
56287	ENSG00000169605	2
150468	ENSG00000169607	2
123207	ENSG00000169609	15
83640	ENSG00000169612	15
10887	ENSG00000169618	2
200558	ENSG00000169621	2
654483	ENSG00000169627	16
727851	ENSG00000169629	2
23119	ENSG00000169635	22
7798	ENSG00000169641	1
284004	ENSG00000169660	17
1816	ENSG00000169676	4
699	ENSG00000169679	2
83985	ENSG00000169682	16
201255	ENSG00000169683	17
1138	ENSG00000169684	15
4490	ENSG00000169688	16
201254	ENSG00000169689	17
10555	ENSG00000169692	9
79058	ENSG00000169696	17
2815	ENSG00000169704	3
2194	ENSG00000169710	17
7555	ENSG00000169714	3
4493	ENSG00000169715	16
140625	ENSG00000169717	1
64118	ENSG00000169718	17
2873	ENSG00000169727	17
5986	ENSG00000169733	17
51181	ENSG00000169738	17
7580	ENSG00000169740	10
9079	ENSG00000169744	4
5881	ENSG00000169750	17
145957	ENSG00000169752	15
3987	ENSG00000169756	2
123591	ENSG00000169758	15
22871	ENSG00000169760	3
202018	ENSG00000169762	4
7360	ENSG00000169764	2
50834	ENSG00000169777	5
84894	ENSG00000169783	15
9081	ENSG00000169789	Y
159163	ENSG00000169800	Y
442862	ENSG00000169807	Y
3185	ENSG00000169813	10
686	ENSG00000169814	3
55454	ENSG00000169826	10
6870	ENSG00000169836	4
219409	ENSG00000169840	13
5099	ENSG00000169851	4
6091	ENSG00000169855	3
3175	ENSG00000169856	15
57099	ENSG00000169857	15
5028	ENSG00000169860	3
1501	ENSG00000169862	5
81844	ENSG00000169871	7
140453	ENSG00000169876	7
51327	ENSG00000169877	16
7480	ENSG00000169884	12
163688	ENSG00000169885	1
9185	ENSG00000169891	X
4584	ENSG00000169894	7
94056	ENSG00000169895	X
3684	ENSG00000169896	16
260434	ENSG00000169900	16
8460	ENSG00000169902	7
7104	ENSG00000169903	3
163590	ENSG00000169905	1
4071	ENSG00000169908	3
23252	ENSG00000169914	1
161725	ENSG00000169918	15
2990	ENSG00000169919	7
8019	ENSG00000169925	9
51621	ENSG00000169926	15
9758	ENSG00000169933	X
23414	ENSG00000169946	8
92595	ENSG00000169951	16
159119	ENSG00000169953	Y
65988	ENSG00000169955	16
79724	ENSG00000169957	16
83756	ENSG00000169962	1
131616	ENSG00000169964	3
10746	ENSG00000169967	2
126789	ENSG00000169972	1
83443	ENSG00000169976	6
7584	ENSG00000169981	3
201798	ENSG00000169989	4
126917	ENSG00000169991	1
57555	ENSG00000169992	17
4648	ENSG00000169994	2
1107	ENSG00000170004	17
201799	ENSG00000170006	4
25924	ENSG00000170011	3
214	ENSG00000170017	3
7532	ENSG00000170027	7
10477	ENSG00000170035	2
116840	ENSG00000170037	17
58485	ENSG00000170043	17
131368	ENSG00000170044	3
9196	ENSG00000170049	17
327657	ENSG00000170054	14
285596	ENSG00000170074	5
9283	ENSG00000170075	1
375484	ENSG00000170085	5
201931	ENSG00000170088	4
51617	ENSG00000170091	5
442590	ENSG00000170092	7
866	ENSG00000170099	14
197320	ENSG00000170100	16
123606	ENSG00000170113	15
2298	ENSG00000170122	9
2848	ENSG00000170128	1
7324	ENSG00000170142	3
220988	ENSG00000170144	2
23235	ENSG00000170145	11
57484	ENSG00000170153	4
9720	ENSG00000170160	17
245806	ENSG00000170162	6
3233	ENSG00000170166	2
1140	ENSG00000170175	17
3238	ENSG00000170178	2
2993	ENSG00000170180	4
84640	ENSG00000170185	4
9121	ENSG00000170190	17
140838	ENSG00000170191	20
255239	ENSG00000170209	11
147	ENSG00000170214	5
56985	ENSG00000170222	17
2172	ENSG00000170231	5
114825	ENSG00000170234	5
373509	ENSG00000170236	15
55031	ENSG00000170242	11
10015	ENSG00000170248	3
259249	ENSG00000170255	11
7988	ENSG00000170260	7
56246	ENSG00000170262	21
84140	ENSG00000170264	2
8427	ENSG00000170265	7
2720	ENSG00000170266	3
84520	ENSG00000170270	14
10826	ENSG00000170271	5
10491	ENSG00000170275	3
3316	ENSG00000170276	11
202865	ENSG00000170279	7
54714	ENSG00000170289	8
6588	ENSG00000170290	11
23587	ENSG00000170291	17
152189	ENSG00000170293	3
11337	ENSG00000170296	17
284194	ENSG00000170298	17
9482	ENSG00000170310	17
983	ENSG00000170312	10
7314	ENSG00000170315	17
4798	ENSG00000170322	11
2167	ENSG00000170323	8
143162	ENSG00000170324	10
56980	ENSG00000170325	11
10678	ENSG00000170340	2
2353	ENSG00000170345	14
10972	ENSG00000170348	14
401428	ENSG00000170356	7
6419	ENSG00000170364	3
4086	ENSG00000170365	4
1473	ENSG00000170367	20
1470	ENSG00000170369	20
2018	ENSG00000170370	10
1469	ENSG00000170373	20
121340	ENSG00000170374	12
285966	ENSG00000170379	7
9723	ENSG00000170381	7
10446	ENSG00000170382	1
7779	ENSG00000170385	1
166614	ENSG00000170390	4
91752	ENSG00000170396	2
55890	ENSG00000170412	17
130827	ENSG00000170417	2
222008	ENSG00000170419	7
3856	ENSG00000170421	12
196374	ENSG00000170423	12
136	ENSG00000170425	17
121214	ENSG00000170426	12
4255	ENSG00000170430	10
196410	ENSG00000170439	12
3892	ENSG00000170442	12
3035	ENSG00000170445	5
152518	ENSG00000170448	4
9119	ENSG00000170454	12
160518	ENSG00000170456	12
929	ENSG00000170458	5
202052	ENSG00000170464	5
286887	ENSG00000170465	12
79697	ENSG00000170468	14
202051	ENSG00000170469	5
57148	ENSG00000170471	20
84305	ENSG00000170473	12
51237	ENSG00000170476	5
3851	ENSG00000170477	12
9963	ENSG00000170482	5
121391	ENSG00000170484	12
4862	ENSG00000170485	2
140807	ENSG00000170486	12
3814	ENSG00000170498	1
164832	ENSG00000170500	2
53343	ENSG00000170502	4
345275	ENSG00000170509	4
5036	ENSG00000170515	12
170712	ENSG00000170516	4
79071	ENSG00000170522	4
3889	ENSG00000170523	12
5209	ENSG00000170525	10
79905	ENSG00000170537	16
23204	ENSG00000170540	16
5272	ENSG00000170542	6
57228	ENSG00000170545	12
79192	ENSG00000170549	5
1000	ENSG00000170558	18
153572	ENSG00000170561	5
133418	ENSG00000170571	5
10736	ENSG00000170577	2
9229	ENSG00000170579	18
6773	ENSG00000170581	12
134492	ENSG00000170584	5
26145	ENSG00000170604	19
441639	ENSG00000170605	12
3308	ENSG00000170606	5
3171	ENSG00000170608	19
153745	ENSG00000170613	5
375611	ENSG00000170615	7
28991	ENSG00000170619	8
6444	ENSG00000170624	5
121355	ENSG00000170627	12
7564	ENSG00000170631	8
83787	ENSG00000170632	7
80196	ENSG00000170633	12
98	ENSG00000170634	2
80305	ENSG00000170638	22
11016	ENSG00000170653	12
100271927	ENSG00000170667	7
9306	ENSG00000170677	18
347273	ENSG00000170681	9
26496	ENSG00000170683	11
162979	ENSG00000170684	19
3219	ENSG00000170689	17
284076	ENSG00000170703	17
5429	ENSG00000170734	6
143425	ENSG00000170743	11
3790	ENSG00000170745	2
27288	ENSG00000170748	11
3799	ENSG00000170759	10
2861	ENSG00000170775	7
11214	ENSG00000170776	15
89882	ENSG00000170777	9
55038	ENSG00000170779	14
283297	ENSG00000170782	11
195814	ENSG00000170786	8
143241	ENSG00000170788	10
341276	ENSG00000170790	11
79145	ENSG00000170791	8
94031	ENSG00000170801	4
3344	ENSG00000170802	2
442721	ENSG00000170807	7
8419	ENSG00000170819	3
2492	ENSG00000170820	2
84669	ENSG00000170832	17
1056	ENSG00000170835	9
8493	ENSG00000170836	17
2850	ENSG00000170837	3
93622	ENSG00000170846	4
5675	ENSG00000170848	19
25948	ENSG00000170852	7
84864	ENSG00000170854	3
51499	ENSG00000170855	12
79166	ENSG00000170858	19
27258	ENSG00000170860	3
9778	ENSG00000170871	4
9788	ENSG00000170873	8
79188	ENSG00000170876	3
11236	ENSG00000170881	8
6203	ENSG00000170889	19
5319	ENSG00000170890	12
54360	ENSG00000170891	4
79042	ENSG00000170892	19
7200	ENSG00000170893	3
2941	ENSG00000170899	6
84437	ENSG00000170903	11
4696	ENSG00000170906	19
126014	ENSG00000170909	19
85315	ENSG00000170915	6
11162	ENSG00000170917	4
390883	ENSG00000170920	19
26115	ENSG00000170921	17
390882	ENSG00000170923	19
56156	ENSG00000170925	X
5314	ENSG00000170927	6
125963	ENSG00000170929	19
120526	ENSG00000170946	11
85509	ENSG00000170948	19
90338	ENSG00000170949	19
5232	ENSG00000170950	6
219858	ENSG00000170953	11
55786	ENSG00000170954	19
112464	ENSG00000170955	11
1084	ENSG00000170956	19
341019	ENSG00000170959	11
3037	ENSG00000170961	8
80310	ENSG00000170962	11
10761	ENSG00000170965	X
414301	ENSG00000170967	11
1901	ENSG00000170989	1
90161	ENSG00000171004	X
219875	ENSG00000171014	11
26108	ENSG00000171016	15
80131	ENSG00000171017	19
5569	ENSG00000171033	8
286046	ENSG00000171044	8
203062	ENSG00000171045	8
2358	ENSG00000171049	19
2357	ENSG00000171051	19
160065	ENSG00000171053	11
347468	ENSG00000171054	X
9637	ENSG00000171055	2
83595	ENSG00000171056	8
203076	ENSG00000171060	8
53838	ENSG00000171067	11
238	ENSG00000171094	2
883	ENSG00000171097	9
4534	ENSG00000171100	X
29989	ENSG00000171102	9
55006	ENSG00000171103	2
3643	ENSG00000171105	19
55669	ENSG00000171109	3
155038	ENSG00000171115	7
100506164	ENSG00000171116	X
4902	ENSG00000171119	19
27094	ENSG00000171121	3
2525	ENSG00000171124	19
170850	ENSG00000171126	2
155066	ENSG00000171130	7
5581	ENSG00000171132	2
26248	ENSG00000171133	9
84522	ENSG00000171135	3
117579	ENSG00000171136	19
10474	ENSG00000171148	3
9655	ENSG00000171150	2
29071	ENSG00000171155	X
79095	ENSG00000171159	9
118812	ENSG00000171160	10
79894	ENSG00000171161	1
55657	ENSG00000171163	1
203245	ENSG00000171169	9
64080	ENSG00000171174	2
26245	ENSG00000171180	1
2897	ENSG00000171189	21
4589	ENSG00000171195	4
58503	ENSG00000171199	4
10879	ENSG00000171201	4
84233	ENSG00000171202	11
55863	ENSG00000171204	11
81603	ENSG00000171206	10
81831	ENSG00000171208	16
1448	ENSG00000171209	4
49861	ENSG00000171217	6
55561	ENSG00000171219	11
51282	ENSG00000171222	20
3726	ENSG00000171223	19
219738	ENSG00000171224	10
140738	ENSG00000171227	2
7364	ENSG00000171234	4
116844	ENSG00000171236	19
79801	ENSG00000171241	16
25928	ENSG00000171243	7
4884	ENSG00000171246	17
283742	ENSG00000171262	15
90594	ENSG00000171291	19
126070	ENSG00000171295	19
2548	ENSG00000171298	17
124583	ENSG00000171302	17
3777	ENSG00000171303	2
84287	ENSG00000171307	10
50515	ENSG00000171310	12
51013	ENSG00000171311	10
5223	ENSG00000171314	10
55636	ENSG00000171316	8
157570	ENSG00000171320	8
3880	ENSG00000171345	17
3866	ENSG00000171346	17
541468	ENSG00000171357	1
8687	ENSG00000171360	17
1184	ENSG00000171365	X
11076	ENSG00000171368	5
3752	ENSG00000171385	1
8862	ENSG00000171388	X
84616	ENSG00000171396	17
3860	ENSG00000171401	17
170626	ENSG00000171402	X
3857	ENSG00000171403	17
170627	ENSG00000171405	X
27115	ENSG00000171408	6
64979	ENSG00000171421	5
51545	ENSG00000171425	19
9	ENSG00000171428	8
54474	ENSG00000171431	17
392465	ENSG00000171433	X
283455	ENSG00000171435	12
147807	ENSG00000171443	19
4163	ENSG00000171444	5
342574	ENSG00000171446	17
57684	ENSG00000171448	9
8941	ENSG00000171450	2
92126	ENSG00000171451	18
9533	ENSG00000171453	6
171023	ENSG00000171456	20
392390	ENSG00000171459	9
65989	ENSG00000171462	6
54811	ENSG00000171466	19
24149	ENSG00000171467	6
93134	ENSG00000171469	19
147179	ENSG00000171475	17
84525	ENSG00000171476	4
26735	ENSG00000171481	9
126206	ENSG00000171487	19
84230	ENSG00000171488	1
389852	ENSG00000171489	X
26156	ENSG00000171490	16
55144	ENSG00000171492	1
133558	ENSG00000171495	5
138881	ENSG00000171496	9
5481	ENSG00000171497	4
138882	ENSG00000171501	9
255631	ENSG00000171502	1
2110	ENSG00000171503	4
138883	ENSG00000171505	9
59350	ENSG00000171509	4
23566	ENSG00000171517	1
5734	ENSG00000171522	5
6902	ENSG00000171530	5
4761	ENSG00000171532	17
4135	ENSG00000171533	11
23440	ENSG00000171540	5
9427	ENSG00000171551	2
598	ENSG00000171552	20
2266	ENSG00000171557	4
2243	ENSG00000171560	4
341152	ENSG00000171561	11
2244	ENSG00000171564	4
5356	ENSG00000171566	4
201514	ENSG00000171574	19
1826	ENSG00000171587	21
64446	ENSG00000171595	17
10316	ENSG00000171596	2
22883	ENSG00000171603	1
51523	ENSG00000171604	5
10782	ENSG00000171606	19
5293	ENSG00000171608	1
171558	ENSG00000171611	6
84275	ENSG00000171612	1
8507	ENSG00000171617	5
80176	ENSG00000171621	1
5031	ENSG00000171631	11
2186	ENSG00000171634	17
170591	ENSG00000171643	5
284307	ENSG00000171649	19
27197	ENSG00000171657	X
2857	ENSG00000171659	X
220070	ENSG00000171671	11
57449	ENSG00000171680	1
55729	ENSG00000171681	12
198437	ENSG00000171695	20
10287	ENSG00000171700	20
6919	ENSG00000171703	20
100289462	ENSG00000171711	8
203859	ENSG00000171714	11
8841	ENSG00000171720	5
284680	ENSG00000171722	1
10243	ENSG00000171723	14
57687	ENSG00000171724	16
55092	ENSG00000171729	1
23261	ENSG00000171735	1
3960	ENSG00000171747	19
151827	ENSG00000171757	3
5053	ENSG00000171759	12
79029	ENSG00000171763	15
2628	ENSG00000171766	15
93426	ENSG00000171772	10
115861	ENSG00000171773	19
115727	ENSG00000171777	19
4807	ENSG00000171786	1
200172	ENSG00000171790	1
596	ENSG00000171791	18
83695	ENSG00000171792	12
1503	ENSG00000171793	1
8433	ENSG00000171794	10
85442	ENSG00000171798	10
83889	ENSG00000171804	19
92342	ENSG00000171806	1
54777	ENSG00000171811	10
1296	ENSG00000171812	1
170394	ENSG00000171813	10
29930	ENSG00000171815	5
163255	ENSG00000171817	19
10218	ENSG00000171819	1
144699	ENSG00000171823	12
5394	ENSG00000171824	1
148268	ENSG00000171827	19
4815	ENSG00000171840	12
4300	ENSG00000171843	9
55138	ENSG00000171847	12
6241	ENSG00000171848	2
51112	ENSG00000171853	2
3456	ENSG00000171855	9
6227	ENSG00000171858	20
719	ENSG00000171860	12
55178	ENSG00000171861	17
5728	ENSG00000171862	10
6201	ENSG00000171863	2
23627	ENSG00000171864	20
246243	ENSG00000171865	2
5621	ENSG00000171867	20
128209	ENSG00000171872	1
146	ENSG00000171873	20
84978	ENSG00000171877	15
361	ENSG00000171885	18
554202	ENSG00000171889	9
57834	ENSG00000171903	19
83660	ENSG00000171914	15
654346	ENSG00000171916	17
51030	ENSG00000171928	17
10517	ENSG00000171931	17
26532	ENSG00000171936	19
7764	ENSG00000171940	20
26538	ENSG00000171942	19
653464	ENSG00000171943	1
390054	ENSG00000171944	11
7857	ENSG00000171951	2
91647	ENSG00000171953	17
126410	ENSG00000171954	19
27023	ENSG00000171956	15
10465	ENSG00000171960	1
83450	ENSG00000171962	17
126295	ENSG00000171970	19
149840	ENSG00000171984	20
143501	ENSG00000171987	11
221037	ENSG00000171988	10
92483	ENSG00000171989	15
11346	ENSG00000171992	5
80032	ENSG00000172000	19
4118	ENSG00000172005	2
115196	ENSG00000172006	19
83452	ENSG00000172007	4
7064	ENSG00000172009	19
5068	ENSG00000172016	2
2596	ENSG00000172020	3
5968	ENSG00000172023	2
253152	ENSG00000172031	1
3913	ENSG00000172037	3
10869	ENSG00000172046	3
5859	ENSG00000172053	3
94103	ENSG00000172057	17
8462	ENSG00000172059	2
131578	ENSG00000172061	3
6606	ENSG00000172062	5
9451	ENSG00000172071	2
200523	ENSG00000172073	2
126308	ENSG00000172081	19
51315	ENSG00000172086	2
10201	ENSG00000172113	3
54205	ENSG00000172115	7
926	ENSG00000172116	2
55106	ENSG00000172123	17
794	ENSG00000172137	16
285335	ENSG00000172139	3
8383	ENSG00000172146	17
26189	ENSG00000172150	17
120586	ENSG00000172154	11
353134	ENSG00000172155	1
6356	ENSG00000172156	17
257019	ENSG00000172159	9
6641	ENSG00000172164	8
27085	ENSG00000172167	8
79736	ENSG00000172171	17
28998	ENSG00000172172	8
10892	ENSG00000172175	18
5617	ENSG00000172179	6
3669	ENSG00000172183	15
219429	ENSG00000172188	11
154141	ENSG00000172197	6
219417	ENSG00000172199	11
3400	ENSG00000172201	6
119764	ENSG00000172208	11
2845	ENSG00000172209	7
10663	ENSG00000172215	3
1051	ENSG00000172216	20
566	ENSG00000172232	19
7177	ENSG00000172236	16
474	ENSG00000172238	4
10605	ENSG00000172239	5
64581	ENSG00000172243	12
375444	ENSG00000172244	5
114900	ENSG00000172247	11
94009	ENSG00000172250	22
257194	ENSG00000172260	1
7690	ENSG00000172262	5
140733	ENSG00000172264	20
1798	ENSG00000172269	11
682	ENSG00000172270	19
25988	ENSG00000172273	11
9085	ENSG00000172288	Y
390201	ENSG00000172289	11
253782	ENSG00000172292	2
55304	ENSG00000172296	20
55352	ENSG00000172301	17
112858	ENSG00000172315	20
8708	ENSG00000172318	2
219982	ENSG00000172320	11
160364	ENSG00000172322	12
219981	ENSG00000172324	11
669	ENSG00000172331	7
10248	ENSG00000172336	7
199857	ENSG00000172339	1
8801	ENSG00000172340	3
80765	ENSG00000172345	15
27254	ENSG00000172346	22
10231	ENSG00000172348	6
3603	ENSG00000172349	15
64137	ENSG00000172350	11
253175	ENSG00000172352	Y
2783	ENSG00000172354	7
220136	ENSG00000172361	18
390191	ENSG00000172362	11
390190	ENSG00000172365	11
84331	ENSG00000172366	16
79849	ENSG00000172367	11
9854	ENSG00000172375	11
219954	ENSG00000172377	11
9915	ENSG00000172379	15
55970	ENSG00000172380	1
83886	ENSG00000172382	16
51778	ENSG00000172399	4
171024	ENSG00000172403	4
150353	ENSG00000172404	22
10978	ENSG00000172409	11
10022	ENSG00000172410	1
146779	ENSG00000172421	17
143941	ENSG00000172425	11
221421	ENSG00000172426	6
150678	ENSG00000172428	2
54676	ENSG00000172432	6
55277	ENSG00000172456	1
283189	ENSG00000172457	11
53342	ENSG00000172458	13
219493	ENSG00000172459	11
124221	ENSG00000172460	16
10690	ENSG00000172461	6
338675	ENSG00000172464	11
9338	ENSG00000172465	X
7572	ENSG00000172466	18
86614	ENSG00000172468	Y
79694	ENSG00000172469	6
142684	ENSG00000172476	X
79919	ENSG00000172478	2
189	ENSG00000172482	2
219477	ENSG00000172487	11
390154	ENSG00000172489	11
4299	ENSG00000172493	4
134526	ENSG00000172497	5
9158	ENSG00000172500	11
57571	ENSG00000172508	11
284433	ENSG00000172519	19
54971	ENSG00000172530	16
5499	ENSG00000172531	11
3054	ENSG00000172534	X
170370	ENSG00000172538	10
1521	ENSG00000172543	11
348938	ENSG00000172548	5
118430	ENSG00000172551	12
54221	ENSG00000172554	2
408263	ENSG00000172568	5
5139	ENSG00000172572	12
10125	ENSG00000172575	15
89857	ENSG00000172578	3
118487	ENSG00000172586	10
122704	ENSG00000172590	14
10924	ENSG00000172594	6
27289	ENSG00000172602	12
5883	ENSG00000172613	11
30008	ENSG00000172638	11
121275	ENSG00000172640	12
729092	ENSG00000172650	10
253725	ENSG00000172661	10
80194	ENSG00000172663	11
64393	ENSG00000172667	3
93550	ENSG00000172671	10
387357	ENSG00000172673	6
4342	ENSG00000172680	8
148203	ENSG00000172687	19
341116	ENSG00000172689	11
91607	ENSG00000172716	17
161142	ENSG00000172717	14
6363	ENSG00000172724	9
57175	ENSG00000172725	11
84750	ENSG00000172728	8
55222	ENSG00000172731	10
80198	ENSG00000172732	11
29942	ENSG00000172733	8
221468	ENSG00000172738	6
390199	ENSG00000172742	11
169270	ENSG00000172748	8
256076	ENSG00000172752	3
1072	ENSG00000172757	11
23023	ENSG00000172765	3
79612	ENSG00000172766	13
441608	ENSG00000172769	11
90288	ENSG00000172771	3
81341	ENSG00000172772	11
80011	ENSG00000172775	16
339122	ENSG00000172780	3
283985	ENSG00000172782	17
55871	ENSG00000172785	9
3222	ENSG00000172789	12
326624	ENSG00000172794	17
167227	ENSG00000172795	5
254122	ENSG00000172803	11
6169	ENSG00000172809	17
9420	ENSG00000172817	8
5017	ENSG00000172818	11
5916	ENSG00000172819	12
283848	ENSG00000172824	16
23491	ENSG00000172828	16
54961	ENSG00000172830	11
8824	ENSG00000172831	16
57546	ENSG00000172840	16
6670	ENSG00000172845	2
3849	ENSG00000172867	12
1657	ENSG00000172869	5
254042	ENSG00000172878	2
285268	ENSG00000172888	3
51162	ENSG00000172889	9
55191	ENSG00000172890	11
1717	ENSG00000172893	11
399923	ENSG00000172900	11
206338	ENSG00000172901	5
26960	ENSG00000172915	13
84153	ENSG00000172922	11
26579	ENSG00000172927	11
338692	ENSG00000172932	11
116535	ENSG00000172935	11
4615	ENSG00000172936	3
116512	ENSG00000172938	11
9943	ENSG00000172939	3
9390	ENSG00000172940	3
23133	ENSG00000172943	X
253558	ENSG00000172954	2
130	ENSG00000172955	4
541471	ENSG00000172965	2
150165	ENSG00000172967	22
100288801	ENSG00000172969	3
10524	ENSG00000172977	11
344558	ENSG00000172985	2
727936	ENSG00000172986	3
60495	ENSG00000172987	10
79877	ENSG00000172992	17
10777	ENSG00000172995	3
93624	ENSG00000173011	4
257236	ENSG00000173013	4
156	ENSG00000173020	11
5970	ENSG00000173039	11
132884	ENSG00000173040	4
340252	ENSG00000173041	7
283450	ENSG00000173064	12
